symbol,name,exchange,assetType,ipoDate,delistingDate,status
TAP-A,Molson Coors Brewing Company,NYSE,Stock,2/27/2006,null,Active
TARA,Protara Therapeutics Inc,NASDAQ,Stock,10/22/2014,null,Active
TARO,Taro Pharmaceutical Industries Ltd,NYSE,Stock,4/1/1993,null,Active
TAST,Carrols Restaurant Group Inc,NASDAQ,Stock,12/15/2006,null,Active
TAT,TransAtlantic Petroleum Ltd,NYSE,Stock,4/9/2007,null,Active
TATT,TAT Technologies Ltd,NASDAQ,Stock,3/11/1993,null,Active
TAYD,Taylor Devices Inc,NASDAQ,Stock,8/18/1995,null,Active
TBB,ATT Inc 5350 Global Notes due 2066,NYSE,Stock,11/6/2017,null,Active
TBBK,Bancorp Inc,NASDAQ,Stock,2/3/2004,null,Active
TBC,ATT Inc 5625 Global Notes due 2067,NYSE,Stock,8/8/2018,null,Active
TBI,Trueblue Inc,NYSE,Stock,2/1/1995,null,Active
TBIO,Transgenomic Inc,NASDAQ,Stock,6/28/2018,null,Active
TBK,Triumph Bancorp Inc,NASDAQ,Stock,11/7/2014,null,Active
TBKCP,,NASDAQ,Stock,6/18/2020,null,Active
TBLT,Toughbuilt Industries Inc,NASDAQ,Stock,12/3/2018,null,Active
TBLTW,Toughbuilt Industries Inc Warrants Series A 09112023,NASDAQ,Stock,12/3/2018,null,Active
TBND,TACTICAL INCOME ETF,NYSE ARCA,Stock,6/18/2019,null,Active
TBNK,Territorial Bancorp Inc,NASDAQ,Stock,7/13/2009,null,Active
TBPH,Theravance Biopharma Inc,NASDAQ,Stock,5/16/2014,null,Active
TC,TuanChe Ltd,NASDAQ,Stock,11/20/2018,null,Active
TCBI,Texas Capital Bancshares Inc,NASDAQ,Stock,8/14/2003,null,Active
TCBIL,Texas Capital BancShares Inc,NASDAQ,Stock,9/28/2012,null,Active
TCBIP,Texas Capital Bancshares Inc Non Cumulative Preferred Perpetual Stock Series A,NASDAQ,Stock,3/25/2013,null,Active
TCBK,Trico Bancshares,NASDAQ,Stock,4/20/1993,null,Active
TCCO,Technical Communications Corp,NASDAQ,Stock,3/26/1990,null,Active
TCDA,Tricida Inc,NASDAQ,Stock,6/28/2018,null,Active
TCF,Chemical Financial Corp,NASDAQ,Stock,3/11/1992,null,Active
TCFC,Community Financial Corp,NASDAQ,Stock,2/28/2002,null,Active
TCFCP,TCF Financial Corp 5.70 PRF PERPETUAL USD 25 Ser C Dep Rep 11000,NASDAQ,Stock,8/2/2019,null,Active
TCI,Transcontinental Realty Investors Inc,NYSE,Stock,11/5/1987,null,Active
TCMD,Tactile Systems Technology Inc,NASDAQ,Stock,7/28/2016,null,Active
TCO,Taubman Centers Inc,NYSE,Stock,11/20/1992,null,Active
TCO-P-J,Taubman Centers Inc Preferred Shares Series J,NYSE,Stock,9/22/2014,null,Active
TCO-P-K,Taubman Centers Inc Preferred Series K,NYSE,Stock,9/22/2014,null,Active
TCOM,Ctripcom International Ltd,NASDAQ,Stock,12/9/2003,null,Active
TCON,TRACON Pharmaceuticals Inc,NASDAQ,Stock,1/30/2015,null,Active
TCP,TC Pipelines LP,NYSE,Stock,5/25/1999,null,Active
TCPC,TCP Capital Corp,NASDAQ,Stock,4/4/2012,null,Active
TCRR,Tcr2 Therapeutics Inc,NASDAQ,Stock,2/14/2019,null,Active
TCS,Container Store Group Inc,NYSE,Stock,11/1/2013,null,Active
TCX,Tucows Inc Class A,NASDAQ,Stock,4/30/1996,null,Active
TD,Toronto Dominion Bank,NYSE,Stock,8/30/1996,null,Active
TDA,Telephone Data Systems Inc,NYSE,Stock,12/4/2012,null,Active
TDAC,Trident Acquisitions Corp,NASDAQ,Stock,6/13/2018,null,Active
TDACU,Trident Acquisitions Corp Units,NASDAQ,Stock,5/30/2018,null,Active
TDACW,Trident Acquisitions Corp Warrant,NASDAQ,Stock,6/13/2018,null,Active
TDC,Teradata Corp,NYSE,Stock,10/1/2007,null,Active
TDE,Telephone and Data Systems Inc 6875 Senior Notes due 2059,NYSE,Stock,5/10/2011,null,Active
TDG,TransDigm Group Inc,NYSE,Stock,3/15/2006,null,Active
TDI,Telephone and Data Systems Inc Sr Nt,NYSE,Stock,4/12/2005,null,Active
TDJ,Telephone and Data Systems Inc 7 Senior Notes due 2060,NYSE,Stock,3/28/2011,null,Active
TDOC,Teladoc Health Inc,NYSE,Stock,7/1/2015,null,Active
TDS,Telephone Data Systems Inc,NYSE,Stock,9/18/1991,null,Active
TDW,Tidewater Inc,NYSE,Stock,12/30/1987,null,Active
TDW-WS-A,Tidewater Inc Series A Warrants to purchase shares of common stock expiring July 31 2023,NYSE,Stock,10/5/2017,null,Active
TDW-WS-B,Tidewater Inc Series B Warrants to purchase shares of common stock expiring July 31 2023,NYSE,Stock,10/5/2017,null,Active
TDY,Teledyne Technologies Inc,NYSE,Stock,11/23/1999,null,Active
TEAF,Tortoise Essential Assets Income Term Fund of Beneficial Interest,NYSE,Stock,3/27/2019,null,Active
TEAM,Atlassian Corporation Plc Class A,NASDAQ,Stock,12/10/2015,null,Active
TECH,BioTechne Corp,NASDAQ,Stock,12/9/1992,null,Active
TECK,Teck Resources Ltd - Class B,NYSE,Stock,7/18/2002,null,Active
TECTP,Tectonic Financial Inc 900 FixedtoFloating Rate Series B NonCumulative Perpetual Preferred Stock,NASDAQ,Stock,5/30/2019,null,Active
TEDU,Tarena International Inc,NASDAQ,Stock,4/3/2014,null,Active
TEF,Telefnica SA,NYSE,Stock,6/12/1987,null,Active
TEGS,Trend Aggregation ESG,BATS,Stock,5/8/2020,null,Active
TEL,TE Connectivity Ltd,NYSE,Stock,6/14/2007,null,Active
TELA,TELA Bio Inc,NASDAQ,Stock,11/8/2019,null,Active
TELL,Magellan Petroleum Corp,NASDAQ,Stock,8/18/1995,null,Active
TEN,Tenneco Inc,NYSE,Stock,1/4/1982,null,Active
TENB,Tenable Holdings Inc,NASDAQ,Stock,7/26/2018,null,Active
TENX,Tenax Therapeutics Inc,NASDAQ,Stock,1/2/1997,null,Active
TEO,Telecom Argentina SA ADR,NYSE,Stock,12/9/1994,null,Active
TER,Teradyne Inc,NASDAQ,Stock,3/11/1987,null,Active
TERP,TerraForm Power Inc,NASDAQ,Stock,7/18/2014,null,Active
TESS,Tessco Technologies Inc,NASDAQ,Stock,9/29/1994,null,Active
TEUM,Pareteum Corp,NASDAQ,Stock,1/2/2001,null,Active
TEVA,Teva Pharmaceutical Industries Ltd ADR,NYSE,Stock,3/26/1990,null,Active
TEX,Terex Corp,NYSE,Stock,3/26/1990,null,Active
TFC,Truist Financial Corp,NYSE,Stock,3/26/1990,null,Active
TFC-P-F,BBT Corporation Depositary Shares Series F,NYSE,Stock,10/26/2012,null,Active
TFC-P-G,BBT Corporation Depositary Shares Series G,NYSE,Stock,4/30/2013,null,Active
TFC-P-H,BBT Corporation Depositary shares Series H,NYSE,Stock,3/11/2016,null,Active
TFC-P-I,Truist Financial Corp Dep Shs Repstg 14000th Non Cum Perp Pfd Ser I,NYSE,Stock,12/10/2019,null,Active
TFC-P-R,,NYSE,Stock,7/31/2020,null,Active
TFFP,Tff Pharmaceuticals Inc,NASDAQ,Stock,10/25/2019,null,Active
TFII,TFI International Inc,NYSE,Stock,5/20/2008,null,Active
TFSL,TFS Financial Corp,NASDAQ,Stock,4/23/2007,null,Active
TFX,Teleflex Inc,NYSE,Stock,2/18/1988,null,Active
TG,Tredegar Corp,NYSE,Stock,1/12/1990,null,Active
TGA,TransGlobe Energy Corporation USA,NASDAQ,Stock,5/10/1994,null,Active
TGB,Taseko Mines Ltd,NYSE MKT,Stock,6/2/1994,null,Active
TGC,Tengasco Inc,NYSE MKT,Stock,12/28/1998,null,Active
TGH,Textainer Group Holdings Ltd,NYSE,Stock,10/10/2007,null,Active
TGI,Triumph Group Inc,NYSE,Stock,10/25/1996,null,Active
TGLS,Tecnoglass Inc,NASDAQ,Stock,5/10/2012,null,Active
TGNA,TEGNA Inc,NYSE,Stock,7/1/1985,null,Active
TGP,Teekay LNG Partners LP,NYSE,Stock,5/5/2005,null,Active
TGP-P-A,Teekay LNG Partners LP 900 Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,NYSE,Stock,9/30/2016,null,Active
TGP-P-B,Teekay LNG Partners LP 850 Series B FixedtoFloating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,NYSE,Stock,10/17/2017,null,Active
TGS,Transportadora de Gas del Sur,NYSE,Stock,11/17/1994,null,Active
TGT,Target Corp,NYSE,Stock,4/6/1983,null,Active
TGTX,TG Therapeutics Inc,NASDAQ,Stock,12/28/2006,null,Active
TH,Platinum Eagle Acquisition Corp,NASDAQ,Stock,7/25/2013,null,Active
THBR,,NASDAQ,Stock,10/4/2019,null,Active
THBRU,Thunder Bridge Acquisition II Ltd Units 1 Ord Share Class A & 12 War,NASDAQ,Stock,8/9/2019,null,Active
THBRW,Thunder Bridge Acquisition II Ltd Wt 11302026,NASDAQ,Stock,10/4/2019,null,Active
THC,Tenet Healthcare Corp,NYSE,Stock,1/4/1982,null,Active
THCA,Tuscan Holdings Corp II,NASDAQ,Stock,7/30/2019,null,Active
THCAU,Tuscan Holdings Corp II - Units (1 Ord shares & 1/2 Wrt),NASDAQ,Stock,7/12/2019,null,Active
THCAW,Tuscan Holdings Corp II Warrants 01042026,NASDAQ,Stock,8/13/2019,null,Active
THCB,Tuscan Holdings Corp,NASDAQ,Stock,3/27/2019,null,Active
THCBU,Tuscan Holdings Corp Unit 1 Ordinary share 1 Wrt,NASDAQ,Stock,3/5/2019,null,Active
THCBW,Tuscan Holdings Corp Warrants 01042026,NASDAQ,Stock,3/27/2019,null,Active
THFF,First Financial Corp - Indiana,NASDAQ,Stock,3/3/1992,null,Active
THG,Hanover Insurance Group Inc,NYSE,Stock,10/11/1995,null,Active
THM,International Tower Hill Mines LtdUSA,NYSE,Stock,5/1/2007,null,Active
THMO,ThermoGenesis Holdings Inc,NASDAQ,Stock,8/18/1995,null,Active
THNQ,ROBO Global Artificial Intelligence ETF,NYSE ARCA,Stock,5/11/2020,null,Active
THO,Thor Industries Inc,NYSE,Stock,12/30/1987,null,Active
THR,Thermon Group Holdings Inc,NYSE,Stock,5/5/2011,null,Active
THRM,Gentherm Inc,NASDAQ,Stock,6/10/1993,null,Active
THS,Treehouse Foods Inc,NYSE,Stock,6/28/2005,null,Active
THTX,Theratechnologie Inc,NASDAQ,Stock,1/4/2016,null,Active
THWWW,Platinum Eagle Acquisition Corp Warrant,NASDAQ,Stock,3/12/2018,null,Active
TIF,Tiffany & Company,NYSE,Stock,12/30/1987,null,Active
TIG,Trean Insurance Group Inc,NASDAQ,Stock,12/15/2016,null,Active
TIGO,Millicom International Cellular SA,NASDAQ,Stock,5/31/2011,null,Active
TIGR,UP Fintech Holding Ltd,NASDAQ,Stock,3/20/2019,null,Active
TILE,Interface Inc,NASDAQ,Stock,3/26/1990,null,Active
TIPT,Tiptree Financial Inc,NASDAQ,Stock,10/15/2010,null,Active
TISI,Team Inc,NYSE,Stock,3/17/1992,null,Active
TITN,Titan Machinery Inc,NASDAQ,Stock,12/13/2007,null,Active
TJX,TJX Companies Inc,NYSE,Stock,1/5/1988,null,Active
TK,Teekay Corp,NYSE,Stock,7/20/1995,null,Active
TKAT,Takung Art Co Ltd,NYSE MKT,Stock,11/25/2015,null,Active
TKC,Turkcell Iletisim Hizmetleri AS,NYSE,Stock,7/11/2000,null,Active
TKR,The Timken Company,NYSE,Stock,7/1/1985,null,Active
TLC,Taiwan Liposome Company Ltd,NASDAQ,Stock,11/21/2018,null,Active
TLGT,Teligent Inc,NASDAQ,Stock,10/26/2015,null,Active
TLK,Perusahn Prsn Psr Tlkmks Inds Tbk PTADR,NYSE,Stock,1/2/2001,null,Active
TLND,Talend SA,NASDAQ,Stock,7/29/2016,null,Active
TLRY,Tilray Inc,NASDAQ,Stock,7/19/2018,null,Active
TLSA,Tiziana Life Sciences PLC ADS Sponsored,NASDAQ,Stock,11/20/2018,null,Active
TLYS,Tillys Inc - Class A,NYSE,Stock,5/4/2012,null,Active
TM,Toyota Motor Corp ADR,NYSE,Stock,8/18/1976,null,Active
TMBR,Timber Pharmaceuticals Inc,NYSE MKT,Stock,6/9/2015,null,Active
TMDI,Titan Medical Inc,NASDAQ,Stock,6/26/2009,null,Active
TMDX,Transmedics Group Inc,NASDAQ,Stock,5/2/2019,null,Active
TME,Tencent Music Entertainment Group ADS,NYSE,Stock,12/12/2018,null,Active
TMHC,Taylor Morrison Home Corp,NYSE,Stock,4/10/2013,null,Active
TMO,Thermo Fisher Scientific Inc,NYSE,Stock,9/1/1987,null,Active
TMP,Tompkins Financial Corp,NYSE MKT,Stock,3/28/1990,null,Active
TMQ,Trilogy Metals Inc,NYSE MKT,Stock,4/25/2012,null,Active
TMST,TimkenSteel Corp,NYSE,Stock,6/19/2014,null,Active
TMUS,TMobile US Inc,NASDAQ,Stock,4/19/2007,null,Active
TMUSR,TMobile US Inc Tradeable Rights June 2020,NASDAQ,Stock,6/24/2020,null,Active
TNAV,Telenav Inc,NASDAQ,Stock,5/13/2010,null,Active
TNC,Tennant Company,NYSE,Stock,3/3/1992,null,Active
TNDM,Tandem Diabetes Care Inc,NASDAQ,Stock,11/14/2013,null,Active
TNET,TriNet Group Inc,NYSE,Stock,3/27/2014,null,Active
TNK,Teekay Tankers Ltd,NYSE,Stock,12/13/2007,null,Active
TNP,Tsakos Energy Navigation Ltd,NYSE,Stock,3/5/2002,null,Active
TNP-P-C,Tsakos Energy Navigation Ltd 8875 Series C Preferred Cumulative Redeemable Perpetual Preferred Shares,NYSE,Stock,10/3/2013,null,Active
TNP-P-D,Tsakos Energy Navigation Ltd 875 Series D Cumulative Redeemable Perpetual Preferred Shares,NYSE,Stock,5/4/2015,null,Active
TNP-P-E,Tsakos Energy Navigation Ltd Series E FixedtoFloating Rate Cumulative Redeemable Perpetual Preferred Shares par value 100,NYSE,Stock,4/4/2017,null,Active
TNP-P-F,Tsakos Energy Navigation Ltd Series F FixedtoFloating Rate Cumulative Redeemable Perpetual Preferred Shares par value 100,NYSE,Stock,6/22/2018,null,Active
TNXP,Tonix Pharmaceuticals Holding Corp,NASDAQ,Stock,5/10/2012,null,Active
TOL,Toll Brothers Inc,NYSE,Stock,12/30/1987,null,Active
TOPS,Top Ships Inc,NASDAQ,Stock,8/2/2004,null,Active
TOT,Total SE,NYSE,Stock,10/25/1991,null,Active
TOTA,Tottenham Acquisition I Ltd,NASDAQ,Stock,8/27/2018,null,Active
TOTAR,Tottenham Acquisition I Ltd,NASDAQ,Stock,8/27/2018,null,Active
TOTAU,Tottenham Acquisition I Ltd - Units (1 Ord 1 Warr 1 Rts),NASDAQ,Stock,8/2/2018,null,Active
TOTAW,Tottenham Acquisition I Ltd - Warrants (06/05/2025),NASDAQ,Stock,8/27/2018,null,Active
TOUR,Tuniu Corp ADR Sponsored Repstg Cl A Ord Shs,NASDAQ,Stock,5/9/2014,null,Active
TOWN,TowneBank,NASDAQ,Stock,5/5/1999,null,Active
TPAY,Ecofin Digital Payments Infrastructure Fund,BATS,Stock,2/1/2019,null,Active
TPB,Turning Point Brands Inc,NYSE,Stock,5/11/2016,null,Active
TPC,Tutor Perini Corp,NYSE,Stock,5/3/1973,null,Active
TPCO,Tribune Publishing Company,NASDAQ,Stock,7/24/2014,null,Active
TPH,TRI Pointe Group Inc,NYSE,Stock,1/31/2013,null,Active
TPHS,TRINITY PL HLDGS INC,NYSE MKT,Stock,9/26/2012,null,Active
TPIC,TPI Composites Inc,NASDAQ,Stock,7/22/2016,null,Active
TPL,Texas Pacific Land Trust,NYSE,Stock,12/31/1987,null,Active
TPR,Tapestry Inc,NYSE,Stock,10/6/2000,null,Active
TPRE,Third Point Reinsurance Ltd,NYSE,Stock,8/15/2013,null,Active
TPTX,Turning Point Therapeutics Inc,NASDAQ,Stock,4/17/2019,null,Active
TPVG,TriplePoint Venture Growth BDC Corp,NYSE,Stock,3/6/2014,null,Active
TPVY,TriplePoint Venture Growth BDC Corp 575 Notes due 2022,NYSE,Stock,7/19/2017,null,Active
TPX,Tempur Sealy International Inc,NYSE,Stock,12/18/2003,null,Active
TR,Tootsie Roll Industries Inc,NYSE,Stock,12/30/1987,null,Active
TRC,Tejon Ranch Company,NYSE,Stock,3/17/1992,null,Active
TRCH,Torchlight Energy Resources Inc,NASDAQ,Stock,11/8/2010,null,Active
TREB,Trebia Acquisition Corp Class A,NYSE,Stock,8/7/2020,null,Active
TREB-U,Trebia Acquisition Corp. Units each consisting of one Class A Ordinary Share and onethird of one Warrant,NYSE,Stock,6/17/2020,null,Active
TREB-WS,Trebia Acquisition Corp. Warrants each whole warrant exercisable for one Class A Ordinary Share at an exercise price of 11.50 per share,NYSE,Stock,8/7/2020,null,Active
TREC,Trecora Resources,NYSE,Stock,7/31/2006,null,Active
TREE,Treecom Inc,NASDAQ,Stock,8/12/2008,null,Active
TREX,TREX Co. Inc,NYSE,Stock,4/8/1999,null,Active
TRGP,Targa Resources Corp,NYSE,Stock,12/7/2010,null,Active
TRHC,Tabula Rasa HealthCare Inc,NASDAQ,Stock,9/29/2016,null,Active
TRI,Thomson-Reuters Corp,NYSE,Stock,6/12/2002,null,Active
TRIB,Trinity Biotech plc ADR,NASDAQ,Stock,8/18/1995,null,Active
TRIL,Trillium Therapeutics Inc,NASDAQ,Stock,3/23/2005,null,Active
TRIP,Tripadvisor Inc,NASDAQ,Stock,12/7/2011,null,Active
TRMB,Trimble Inc,NASDAQ,Stock,3/3/1992,null,Active
TRMD,Torm Plc - Class A,NASDAQ,Stock,2/23/2018,null,Active
TRMK,Trustmark Corp,NASDAQ,Stock,3/3/1992,null,Active
TRMT,Tremont Mortgage Trust,NASDAQ,Stock,9/14/2017,null,Active
TRN,Trinity Industries Inc,NYSE,Stock,12/30/1987,null,Active
TRNE,Trine Acquisition Corp Class A,NYSE,Stock,5/3/2019,null,Active
TRNE-U,Trine Acquisition Corp Units,NYSE,Stock,3/15/2019,null,Active
TRNE-WS,Trine Acquisition Corp Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of 1150,NYSE,Stock,5/3/2019,null,Active
TRNO,Terreno Realty Corp,NYSE,Stock,2/10/2010,null,Active
TRNS,Transcat Inc,NASDAQ,Stock,3/27/1990,null,Active
TROW,T Rowe Price Group Inc,NASDAQ,Stock,9/13/1989,null,Active
TROX,Tronox Ltd,NYSE,Stock,12/1/2010,null,Active
TRP,TC Energy Corporation,NYSE,Stock,12/30/1987,null,Active
TRPX,Therapix Biosciences Ltd,NASDAQ,Stock,3/22/2017,null,Active
TRQ,Turquoise Hill Resources Ltd,NYSE,Stock,11/18/2003,null,Active
TRS,TriMas Corp,NASDAQ,Stock,5/18/2007,null,Active
TRST,TrustCo Bank Corp NY,NASDAQ,Stock,3/26/1990,null,Active
TRT,TrioTech International,NYSE,Stock,4/24/1995,null,Active
TRTN,Triton International Ltd,NYSE,Stock,10/12/2005,null,Active
TRTN-P-A,Triton International Limited 8.50 Series A Cumulative Redeemable Perpetual Preference Shares,NYSE,Stock,3/13/2019,null,Active
TRTN-P-D,Triton International Ltd,NYSE,Stock,1/17/2020,null,Active
TRTX,TPG RE Finance Trust Inc,NYSE,Stock,7/20/2017,null,Active
TRU,TransUnion Corp,NYSE,Stock,6/25/2015,null,Active
TRUE,TrueCar Inc,NASDAQ,Stock,5/2/2000,null,Active
TRUP,Trupanion Inc,NASDAQ,Stock,7/18/2014,null,Active
TRV,Travelers Companies Inc,NYSE,Stock,7/9/1986,null,Active
TRVG,trivago NV,NASDAQ,Stock,12/16/2016,null,Active
TRVI,Trevi Therapeutics Inc,NASDAQ,Stock,5/7/2019,null,Active
TRVN,Trevena Inc,NASDAQ,Stock,1/31/2014,null,Active
TRWH,Twin River Worldwide Holdings Inc,NYSE,Stock,3/29/2019,null,Active
TRX,Tanzanian Gold Corp,NYSE MKT,Stock,5/12/2005,null,Active
TRXC,TransEnterix Inc,NYSE,Stock,11/12/1992,null,Active
TS,Tenaris S.A.,NYSE,Stock,12/16/2002,null,Active
TSBK,Timberland Bancorp Inc,NASDAQ,Stock,1/13/1998,null,Active
TSC,Tristate Capital Holdings Inc,NASDAQ,Stock,5/9/2013,null,Active
TSCAP,Tristate Capital Holdings Inc FXDFR PRF PERPETUAL USD 25 Ser A 140th int,NASDAQ,Stock,3/16/2018,null,Active
TSCBP,TriState Capital Holdings Inc. Depositary Share representing a 140th Interest in a Share of 6.375 FixedtoFloating Rate Series B NonCumulative Perpetual Pre,NASDAQ,Stock,5/22/2019,null,Active
TSCO,Tractor Supply Company,NASDAQ,Stock,2/18/1994,null,Active
TSE,Trinseo SA,NYSE,Stock,6/12/2014,null,Active
TSEM,Tower Semiconductor Ltd USA,NASDAQ,Stock,10/26/1994,null,Active
TSHA,Taysha Gene Therapies Inc,NASDAQ,Stock,9/24/2020,null,Active
TSLA,Tesla Inc,NASDAQ,Stock,6/29/2010,null,Active
TSLX,TPG Specialty Lending Inc,NYSE,Stock,3/21/2014,null,Active
TSM,Taiwan Semiconductor Manufacturing Company Ltd,NYSE,Stock,10/9/1997,null,Active
TSN,Tyson Foods Inc,NYSE,Stock,7/9/1986,null,Active
TSQ,Townsquare Media Inc - Class A,NYSE,Stock,7/24/2014,null,Active
TSRI,TSR Inc,NASDAQ,Stock,3/26/1990,null,Active
TSU,TIM Participacoes S.A.,NYSE,Stock,11/16/1998,null,Active
TT,Trane Technologies plc,NYSE,Stock,7/1/1985,null,Active
TTC,Toro Company,NYSE,Stock,12/30/1987,null,Active
TTD,The Trade Desk Inc,NASDAQ,Stock,9/21/2016,null,Active
TTEC,TeleTech Holdings Inc,NASDAQ,Stock,8/1/1996,null,Active
TTEK,Tetra Tech Inc,NASDAQ,Stock,12/17/1991,null,Active
TTGT,TechTarget Inc,NASDAQ,Stock,5/17/2007,null,Active
TTI,TETRA Technologies Inc,NYSE,Stock,4/3/1990,null,Active
TTM,Tata Motors Ltd,NYSE,Stock,9/27/2004,null,Active
TTMI,TTM Technologies Inc,NASDAQ,Stock,9/25/2000,null,Active
TTNP,Titan Pharmaceuticals Inc de,NASDAQ,Stock,12/28/2006,null,Active
TTOO,T2 Biosystems Inc,NASDAQ,Stock,8/7/2014,null,Active
TTPH,Tetraphase Pharmaceuticals Inc,NASDAQ,Stock,3/20/2013,null,Active
TTWO,TakeTwo Interactive Software Inc,NASDAQ,Stock,4/15/1997,null,Active
TU,Telus Corp,NYSE,Stock,6/11/1996,null,Active
TUFN,Tufin Software Technologies Ltd,NYSE,Stock,4/11/2019,null,Active
TUP,Tupperware Brands Corp,NYSE,Stock,5/8/1996,null,Active
TURN,180 Degree Capital Corp,NASDAQ,Stock,2/1/2017,null,Active
TUSK,Mammoth Energy Services Inc,NASDAQ,Stock,10/14/2016,null,Active
TV,Grupo Televisa SAB,NYSE,Stock,12/14/1993,null,Active
TVC,Tennessee Valley Authority,NYSE,Stock,10/14/1998,null,Active
TVE,Tennessee Valley Authority,NYSE,Stock,5/19/1999,null,Active
TVIX,VelocityShares Daily 2x VIX Short Term ETN,NYSE,Stock,6/29/2020,null,Active
TVTY,Healthways Inc,NASDAQ,Stock,8/13/1991,null,Active
TW,Tradeweb Markets Inc,NASDAQ,Stock,4/4/2019,null,Active
TWCTU,TWC Tech Holdings II Corp - Units (1 Ord Share Class A & 1/3 War),NASDAQ,Stock,9/11/2020,null,Active
TWI,Titan International Inc,NYSE,Stock,5/20/1993,null,Active
TWIN,Twin Disc Inc,NASDAQ,Stock,12/31/1987,null,Active
TWLO,Twilio Inc Class A,NYSE,Stock,6/23/2016,null,Active
TWND-U,Tailwind Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),NYSE,Stock,9/4/2020,null,Active
TWNK,Hostess Brands Inc,NASDAQ,Stock,11/30/2015,null,Active
TWNKW,Hostess Brands Inc Warrants,NASDAQ,Stock,11/25/2015,null,Active
TWO,Two Harbors Investment Corp,NYSE,Stock,10/30/2009,null,Active
TWO-P-A,Two Harbors Investments Corp 8125 Series A FixedtoFloating Rate Cumulative Redeemable Preferred Stock 2500 liquidation preference per share,NYSE,Stock,3/17/2017,null,Active
TWO-P-B,Two Harbors Investments Corp 7625 Series B FixedtoFloating Rate Cumulative Redeemable Preferred Stock,NYSE,Stock,7/13/2017,null,Active
TWO-P-C,Two Harbors Investments Corp 725 Series C FixedtoFloating Rate Cumulative Redeemable Preferred Stock,NYSE,Stock,11/17/2017,null,Active
TWO-P-D,Two Harbors Investments Corp 775 Series D Cumulative Redeemable Preferred Stock,NYSE,Stock,8/2/2018,null,Active
TWO-P-E,Two Harbors Investments Corp 750 Series E Cumulative Redeemable Preferred Stock,NYSE,Stock,8/1/2018,null,Active
TWOU,2U Inc,NASDAQ,Stock,3/28/2014,null,Active
TWST,Twist Bioscience Corp,NASDAQ,Stock,10/31/2018,null,Active
TWTR,Twitter Inc,NYSE,Stock,11/7/2013,null,Active
TX,Ternium SA,NYSE,Stock,2/1/2006,null,Active
TXG,10x Genomics Inc - Class A,NASDAQ,Stock,9/12/2019,null,Active
TXMD,TherapeuticsMD Inc,NASDAQ,Stock,12/11/2003,null,Active
TXN,Texas Instruments Inc,NASDAQ,Stock,6/1/1972,null,Active
TXRH,Texas Roadhouse Inc,NASDAQ,Stock,10/5/2004,null,Active
TXT,Textron Inc,NYSE,Stock,10/24/1984,null,Active
TY-P,Tri Continental Corporation Preferred Stock,NYSE,Stock,9/22/2014,null,Active
TYHT,Shineco Inc,NASDAQ,Stock,9/28/2016,null,Active
TYL,Tyler Technologies Inc,NYSE,Stock,12/30/1987,null,Active
TYME,Tyme Technologies Inc,NASDAQ,Stock,3/12/2015,null,Active
TZAC,Tenzing Acquisition Corp,NASDAQ,Stock,10/18/2018,null,Active
TZACU,Tenzing Acquisition Corp - Units (1 Ord & 1 War),NASDAQ,Stock,8/21/2018,null,Active
TZACW,Tenzing Acquisition Corp - Warrants (23/02/2025),NASDAQ,Stock,10/18/2018,null,Active
TZOO,Travelzoo Inc,NASDAQ,Stock,8/28/2002,null,Active
U,Unity Software Inc,NYSE,Stock,9/18/2020,null,Active
UA,Under Armour Inc,NYSE,Stock,4/7/2016,null,Active
UAA,Under Armour Inc Class A,NYSE,Stock,11/18/2005,null,Active
UAL,United Continental Holdings Inc,NASDAQ,Stock,2/6/2006,null,Active
UAMY,United States Antimony Corp,NYSE MKT,Stock,2/24/2000,null,Active
UAN,CVR Partners LP,NYSE,Stock,4/8/2011,null,Active
UAVS,AgEagle Aerial Systems Inc,NYSE MKT,Stock,3/26/2018,null,Active
UBA,Urstadt Biddle Properties Inc - Class A,NYSE,Stock,8/17/1998,null,Active
UBCP,United Bancorp Inc Martins Ferry OH,NASDAQ,Stock,8/18/1995,null,Active
UBER,Uber Technologies Inc,NYSE,Stock,5/10/2019,null,Active
UBFO,United Security Bancshares,NASDAQ,Stock,3/3/1999,null,Active
UBOH,United Bancshares Inc OH,NASDAQ,Stock,3/22/2000,null,Active
UBP,Urstadt Biddle Properties Inc,NYSE,Stock,11/5/1987,null,Active
UBP-P-H,Urstadt Biddle Properties Inc 6250 Series H Cumulative Redeemable Preferred Stock,NYSE,Stock,9/14/2017,null,Active
UBS,UBS Group AG,NYSE,Stock,11/21/2014,null,Active
UBSI,United Bankshares Inc,NASDAQ,Stock,3/26/1990,null,Active
UBX,Unity Biotechnology Inc,NASDAQ,Stock,5/3/2018,null,Active
UCBI,United Community Banks Inc,NASDAQ,Stock,3/18/2002,null,Active
UCTT,Ultra Clean Holdings Inc,NASDAQ,Stock,3/25/2004,null,Active
UDEC,Innovator S&P 500 Ultra Buffer ETF - December,BATS,Stock,12/2/2019,null,Active
UDR,UDR Inc,NYSE,Stock,3/7/1990,null,Active
