symbol,name,exchange,assetType,ipoDate,delistingDate,status
UE,Urban Edge Properties,NYSE,Stock,1/16/2015,null,Active
UEC,Uranium Energy Corp,NYSE MKT,Stock,4/5/2007,null,Active
UEIC,Universal Electronics Inc,NASDAQ,Stock,2/12/1993,null,Active
UEPS,Net 1 UEPS Technologies Inc,NASDAQ,Stock,4/19/1999,null,Active
UFAB,Unique Fabricating Inc,NYSE,Stock,7/1/2015,null,Active
UFCS,United Fire Group Inc,NASDAQ,Stock,3/26/1990,null,Active
UFEB,Innovator S&P 500 Ultra Buffer ETF - February,BATS,Stock,2/3/2020,null,Active
UFI,UNIFI Inc,NYSE,Stock,3/26/1990,null,Active
UFPI,Universal Forest Products Inc,NASDAQ,Stock,11/10/1993,null,Active
UFPT,UFP Technologies Inc,NASDAQ,Stock,12/17/1993,null,Active
UFS,Domtar Corp USA,NYSE,Stock,1/2/2001,null,Active
UG,UnitedGuardian Inc,NASDAQ,Stock,3/17/1992,null,Active
UGI,UGI Corp,NYSE,Stock,1/5/1988,null,Active
UGLD,VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold Index Excess Return,NYSE,Stock,6/30/2020,null,Active
UGP,Ultrapar Participacoes S.A.,NYSE,Stock,10/7/1999,null,Active
UHAL,AMERCO,NASDAQ,Stock,11/4/1994,null,Active
UHS,Universal Health Services Inc. Class B,NYSE,Stock,3/26/1990,null,Active
UHT,Universal Health Realty Income Trust,NYSE,Stock,11/5/1987,null,Active
UI,Ubiquiti Inc,NYSE,Stock,10/14/2011,null,Active
UIHC,United Insurance Holdings Corp,NASDAQ,Stock,11/7/2007,null,Active
UIS,Unisys Corp,NYSE,Stock,6/1/1972,null,Active
UL,Unilever plc,NYSE,Stock,1/4/1988,null,Active
ULBI,Ultralife Corp,NASDAQ,Stock,12/23/1992,null,Active
ULH,Universal Logistics Holdings Inc,NASDAQ,Stock,5/2/2016,null,Active
ULTA,Ulta Beauty Inc,NASDAQ,Stock,10/25/2007,null,Active
UMAR,Innovator S&P 500 Ultra Buffer ETF - March,BATS,Stock,3/2/2020,null,Active
UMAY,Innovator S&P 500 Ultra Buffer ETF - May,BATS,Stock,5/1/2020,null,Active
UMBF,UMB Financial Corp,NASDAQ,Stock,3/27/1990,null,Active
UMC,United Microelectronics Corp,NYSE,Stock,9/19/2000,null,Active
UMH,UMH Properties Inc,NYSE,Stock,12/6/1993,null,Active
UMH-P-B,UMH Properties Inc 80 Series B Cumulative Redeemable Preferred Stock,NYSE,Stock,10/26/2015,null,Active
UMH-P-C,UMH Properties Inc 675 Series C Cumulative Redeemable Preferred Stock Liquidation Preference 25 per share,NYSE,Stock,7/21/2017,null,Active
UMH-P-D,UMH Properties Inc 6375 Series D Cumulative Redeemable Preferred Stock Liquidation Preference 25 per share,NYSE,Stock,1/18/2018,null,Active
UMPQ,Umpqua Holdings Corp,NASDAQ,Stock,6/3/1998,null,Active
UMRX,Unum Therapeutics Inc,NASDAQ,Stock,3/29/2018,null,Active
UN,Unilever NV,NYSE,Stock,5/17/1985,null,Active
UNAM,Unico American Corp,NASDAQ,Stock,3/26/1990,null,Active
UNB,Union Bankshares Inc,NASDAQ,Stock,8/9/1999,null,Active
UNF,UniFirst Corp,NYSE,Stock,1/5/1988,null,Active
UNFI,United Natural Foods Inc,NYSE,Stock,11/1/1996,null,Active
UNH,UnitedHealth Group Inc,NYSE,Stock,3/26/1990,null,Active
UNIT,Communications Sales LeasingInc,NASDAQ,Stock,4/20/2015,null,Active
UNM,Unum Group,NYSE,Stock,11/6/1986,null,Active
UNMA,Unum Group 6250 Junior Subordinated Notes due 2058,NYSE,Stock,6/19/2018,null,Active
UNP,Union Pacific Corp,NYSE,Stock,1/2/1980,null,Active
UNTY,Unity Bancorp Inc,NASDAQ,Stock,1/14/1997,null,Active
UNVR,Univar Inc,NYSE,Stock,6/18/2015,null,Active
UONE,Radio One Inc,NASDAQ,Stock,5/6/1999,null,Active
UONEK,Urban One Inc,NASDAQ,Stock,6/7/2000,null,Active
UPLD,Upland Software Inc,NASDAQ,Stock,11/6/2014,null,Active
UPS,United Parcel Service Inc,NYSE,Stock,11/10/1999,null,Active
UPWK,Upwork Inc,NASDAQ,Stock,10/3/2018,null,Active
URBN,Urban Outfitters Inc,NASDAQ,Stock,11/9/1993,null,Active
URG,UrEnergy Inc USA,NYSE MKT,Stock,7/25/2008,null,Active
URGN,UroGen Pharma Ltd,NASDAQ,Stock,5/4/2017,null,Active
URI,United Rentals Inc,NYSE,Stock,12/18/1997,null,Active
UROV,Urovant Sciences Ltd,NASDAQ,Stock,9/27/2018,null,Active
USAC,Usa Compression Partners LP,NYSE,Stock,1/15/2013,null,Active
USAK,USA Truck Inc,NASDAQ,Stock,3/20/1992,null,Active
USAP,Universal Stainless Alloy Products,NASDAQ,Stock,12/28/1994,null,Active
USAS,Americas Gold and Silver Corp,NYSE MKT,Stock,12/28/2016,null,Active
USAU,U.S. Gold Corp,NASDAQ,Stock,3/17/1992,null,Active
USB,U.S. Bancorp.,NYSE,Stock,11/5/1987,null,Active
USB-P-A,US Bancorp Depositary Shares Series A,NYSE,Stock,9/22/2014,null,Active
USB-P-H,US Bancorp Depositary Shares repstg 11000th Pfd Ser B,NYSE,Stock,9/22/2014,null,Active
USB-P-M,US Bancorp Depositary Shares Series F,NYSE,Stock,9/22/2014,null,Active
USB-P-O,US Bancorp Del Dep Shs Repstg 11000th Perp Pfd Ser H,NYSE,Stock,9/22/2014,null,Active
USB-P-P,US Bancorp Depositary Shares Series K,NYSE,Stock,8/8/2018,null,Active
USCR,US Concrete Inc,NASDAQ,Stock,10/15/2010,null,Active
USDP,USD Partners LP,NYSE,Stock,10/9/2014,null,Active
USEG,US Energy Corp,NASDAQ,Stock,3/26/1990,null,Active
USFD,US Foods Holding Corp,NYSE,Stock,5/26/2016,null,Active
USHG,AGFiQ Dynamic Hedged US Equity,NYSE ARCA,Stock,5/23/2019,null,Active
USIO,Usio Inc,NASDAQ,Stock,1/2/2001,null,Active
USLM,US Lime Minerals Inc,NASDAQ,Stock,3/26/1990,null,Active
USLQ,U S LIQUIDS INC,NYSE,Stock,9/20/2017,null,Active
USLV,VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silver Index Excess Return,NYSE,Stock,6/29/2020,null,Active
USM,United States Cellular Corp,NYSE,Stock,3/17/1992,null,Active
USNA,USANA Health Sciences Inc,NYSE,Stock,2/1/1995,null,Active
USOI,Credit Suisse XLinks Crude Oil Shares Covered Call ETN,NASDAQ,Stock,4/26/2017,null,Active
USPH,US Physical Therapy Inc,NYSE,Stock,5/29/1992,null,Active
USWS,U.S. Well Services Inc Class A,NASDAQ,Stock,11/12/2018,null,Active
USWSW,Matlin Partners Acquisition Corporation Warrants,NASDAQ,Stock,5/5/2017,null,Active
USX,US Xpress Enterprises Inc Class A,NYSE,Stock,6/14/2018,null,Active
USXF,ISHARES ESG ADVANCED MSCI USA ETF,NASDAQ,Stock,6/18/2020,null,Active
UTHR,United Therapeutics Corp,NASDAQ,Stock,6/17/1999,null,Active
UTI,Universal Technical Institute Inc,NYSE,Stock,12/18/2003,null,Active
UTL,Unitil Corp,NYSE,Stock,3/17/1992,null,Active
UTMD,Utah Medical Products Inc,NASDAQ,Stock,3/8/1999,null,Active
UTSI,UTStarcom Holdings Corp,NASDAQ,Stock,3/3/2000,null,Active
UTX-W,United Technologies Corporation ExDistribution When Issued,NYSE,Stock,3/25/2020,null,Active
UTZ,Utz Brands Inc - Class A,NYSE,Stock,11/26/2018,null,Active
UTZ-WS,Utz Brands Inc - Warrants (28/08/2025),NYSE,Stock,8/31/2020,null,Active
UTZ-WS,Utz Brands Inc - Warrants (28/08/2025),NYSE,Stock,11/26/2018,null,Active
UUU,Universal Security Instruments Inc,NYSE,Stock,8/18/1995,null,Active
UUUU,Energy Fuels Inc,NYSE MKT,Stock,11/24/2006,null,Active
UUUU-WS,Energy Fuels Inc - Warrants (20/09/2021),NYSE MKT,Stock,1/10/2017,null,Active
UVE,Universal Insurance Holdings Inc,NYSE,Stock,6/6/2003,null,Active
UVSP,Univest Corp of PA,NASDAQ,Stock,4/16/1998,null,Active
UVV,Universal Corp,NYSE,Stock,1/5/1988,null,Active
UXIN,Uxin Ltd,NASDAQ,Stock,6/27/2018,null,Active
UZA,United States Cellular Corporation 695 Senior Notes due 2060,NYSE,Stock,5/16/2011,null,Active
UZB,United States Cellular Corp,NYSE,Stock,12/9/2014,null,Active
UZC,United States Cellular Corp 725 Sr Note 12012064,NYSE,Stock,11/24/2015,null,Active
UZD,United States Cellular Corporation,NYSE,Stock,8/19/2020,null,Active
V,Visa Inc,NYSE,Stock,3/19/2008,null,Active
VAC,Marriott Vacations Worldwide Corp,NYSE,Stock,11/8/2011,null,Active
VACQU,Vector Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),NASDAQ,Stock,9/25/2020,null,Active
VALE,Vale SA,NYSE,Stock,3/21/2002,null,Active
VALU,Value Line Inc,NASDAQ,Stock,8/18/1995,null,Active
VAM,The Vivaldi Opportunities Fund,NYSE,Stock,5/10/2018,null,Active
VAPO,Vapotherm Inc,NYSE,Stock,11/14/2018,null,Active
VAR,Varian Medical Systems Inc,NYSE,Stock,1/5/1988,null,Active
VBFC,Village Bank & Trust Financial Corp,NASDAQ,Stock,4/1/1996,null,Active
VBIV,VBI Vaccines Inc,NASDAQ,Stock,8/18/1995,null,Active
VBLT,Vascular Biogenics Ltd,NASDAQ,Stock,10/1/2014,null,Active
VBTX,Veritex Holdings Inc,NASDAQ,Stock,10/9/2014,null,Active
VC,Visteon Corp,NASDAQ,Stock,10/5/2010,null,Active
VCEL,Vericel Corp,NASDAQ,Stock,2/4/1997,null,Active
VCNX,Vaccinex Inc,NASDAQ,Stock,8/9/2018,null,Active
VCRA,Vocera Communications Inc,NYSE,Stock,3/28/2012,null,Active
VCTR,Victory Capital Holdings Inc,NASDAQ,Stock,2/8/2018,null,Active
VCYT,Veracyte Inc,NASDAQ,Stock,10/30/2013,null,Active
VEC,Vectrus Inc,NYSE,Stock,9/16/2014,null,Active
VECO,Veeco Instruments Inc,NASDAQ,Stock,11/29/1994,null,Active
VEDL,Vedanta Ltd,NYSE,Stock,6/20/2007,null,Active
VEEV,Veeva Systems Inc Class A,NYSE,Stock,10/16/2013,null,Active
VEL,,NYSE,Stock,1/17/2020,null,Active
VEON,VimpelCom Ltd,NASDAQ,Stock,11/15/1996,null,Active
VER,VEREIT Inc,NYSE,Stock,7/31/2015,null,Active
VER-P-F,VEREIT Inc 670 Series F Cumulative Redeemable Preferred Stock,NYSE,Stock,7/31/2015,null,Active
VERB,Verb Technology Company Inc,NASDAQ,Stock,2/2/2015,null,Active
VERBW,Verb Technology Company Inc - Warrants (14/03/2024),NASDAQ,Stock,4/5/2019,null,Active
VERI,Veritone Inc,NASDAQ,Stock,5/12/2017,null,Active
VERO,Venus Concept Inc,NASDAQ,Stock,11/5/2012,null,Active
VERT-U,,NYSE,Stock,2/10/2020,null,Active
VERU,Veru Inc,NASDAQ,Stock,2/11/1999,null,Active
VERX,Vertex Inc Class A,NASDAQ,Stock,7/29/2020,null,Active
VERY,Vericity Inc,NASDAQ,Stock,8/15/2019,null,Active
VET,Vermilion Energy Inc,NYSE,Stock,9/14/2010,null,Active
VFC,VF Corp,NYSE,Stock,7/1/1985,null,Active
VFF,Village Farms International Inc,NASDAQ,Stock,3/25/2010,null,Active
VG,Vonage Holdings Corp,NASDAQ,Stock,5/24/2006,null,Active
VGR,Vector Group Ltd,NYSE,Stock,10/9/1987,null,Active
VGZ,Vista Gold Corp,NYSE,Stock,4/30/1990,null,Active
VHC,Virnetx Holding Corp,NYSE,Stock,7/30/1999,null,Active
VHI,Valhi Inc,NYSE,Stock,6/4/1986,null,Active
VIAC,ViacomCBS Inc,NASDAQ,Stock,1/3/2006,null,Active
VIACA,ViacomCBS Inc Class A,NASDAQ,Stock,1/3/2006,null,Active
VIAO,VIA optronics AG,NYSE,Stock,9/25/2020,null,Active
VIAV,Viavi Solutions Inc,NASDAQ,Stock,8/4/2015,null,Active
VICI,VICI Properties Inc,NYSE,Stock,10/17/2017,null,Active
VICR,Vicor Corp,NASDAQ,Stock,11/27/1991,null,Active
VIE,Viela Bio Inc,NASDAQ,Stock,10/3/2019,null,Active
VIHAU,VPC Impact Acquisition Holdings - Units (1 Ord Share Class A & 1/2 War),NASDAQ,Stock,9/23/2020,null,Active
VIIX,VelocityShares VIX Short Term ETN,NYSE,Stock,6/30/2020,null,Active
VIOT,Viomi Technology Company Ltd,NASDAQ,Stock,9/25/2018,null,Active
VIPS,Vipshop Holdings Ltd ADR,NYSE,Stock,3/23/2012,null,Active
VIR,Vir Biotechnology Inc,NASDAQ,Stock,10/11/2019,null,Active
VIRC,Virco Mfg Corp,NASDAQ,Stock,3/17/1992,null,Active
VIRS,PACER BIOTHREAT STRATEGY ETF,NASDAQ,Stock,6/25/2020,null,Active
VIRT,Virtu Financial Inc,NASDAQ,Stock,4/16/2015,null,Active
VISL,Vislink Technologies Inc,NASDAQ,Stock,4/18/2012,null,Active
VIST,VIST FINANCIAL CORP,NYSE,Stock,7/26/2019,null,Active
VITL,Vital Farms Inc,NASDAQ,Stock,7/31/2020,null,Active
VIV,Telefonica Brasil SA,NYSE,Stock,11/16/1998,null,Active
VIVE,Viveve Medical Inc,NASDAQ,Stock,1/2/2001,null,Active
VIVO,Meridian Bioscience Inc,NASDAQ,Stock,2/26/1992,null,Active
VJET,Voxeljet AG,NASDAQ,Stock,10/18/2013,null,Active
VKTX,Viking Therapeutics Inc,NASDAQ,Stock,4/29/2015,null,Active
VKTXW,VKTXW,NASDAQ,Stock,4/8/2016,null,Active
VLGEA,Village Super Market Inc,NASDAQ,Stock,3/27/1990,null,Active
VLO,Valero Energy Corp,NYSE,Stock,1/4/1982,null,Active
VLRS,Controladora Vuela Company Avcn SA CV ADR,NYSE,Stock,9/18/2013,null,Active
VLY,Valley National Bancorp,NASDAQ,Stock,3/23/1990,null,Active
VLYPO,Valley National Bancorp 55 Fixed to Floating Rate Series B NonCumulative Perpetual Preferred Stock,NASDAQ,Stock,7/28/2017,null,Active
VLYPP,Valley National Bancorp 625 FixedtoFloating Rate Series A NonCumulative Perpetual Preferred Stock,NASDAQ,Stock,6/17/2015,null,Active
VMAC,Vistas Media Acquisition Company Inc - Class A,NASDAQ,Stock,8/21/2020,null,Active
VMACU,Vistas Media Acquisition Company Inc - Units (1 Ord Share Class A & 1 War),NASDAQ,Stock,8/7/2020,null,Active
VMACW,Vistas Media Acquisition Company Inc - Warrants (01/08/2026),NASDAQ,Stock,8/21/2020,null,Active
VMC,Vulcan Materials Company,NYSE,Stock,1/5/1988,null,Active
VMD,Viemed Healthcare Inc,NASDAQ,Stock,1/4/2018,null,Active
VMI,Valmont Industries Inc,NYSE,Stock,3/26/1990,null,Active
VMW,Vmware Inc Class A,NYSE,Stock,8/15/2007,null,Active
VNCE,Vince Holding Corp,NYSE,Stock,11/22/2013,null,Active
VNDA,Vanda Pharmaceuticals Inc,NASDAQ,Stock,4/12/2006,null,Active
VNE,Veoneer Inc,NYSE,Stock,6/11/2018,null,Active
VNET,21Vianet Group Inc,NASDAQ,Stock,4/21/2011,null,Active
VNO,Vornado Realty Trust,NYSE,Stock,1/5/1988,null,Active
VNO-P-K,Vornado Realty Trust Pfd S K,NYSE,Stock,9/22/2014,null,Active
VNO-P-L,Vornado Realty Trust Pfd Ser L,NYSE,Stock,9/22/2014,null,Active
VNO-P-M,Vornado Realty Trust 525 Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference 2500 per share no par value per share,NYSE,Stock,12/4/2017,null,Active
VNOM,Viper Energy Partners LP,NASDAQ,Stock,6/18/2014,null,Active
VNRX,VolitionRX Ltd,NYSE MKT,Stock,4/25/2007,null,Active
VNT-W,Vontier Corporation When Issued,NYSE,Stock,9/24/2020,null,Active
VNTR,Venator Materials PLC,NYSE,Stock,8/3/2017,null,Active
VOC,VOC Energy Trust,NYSE,Stock,5/6/2011,null,Active
VOD,Vodafone Group plc,NASDAQ,Stock,12/16/1988,null,Active
VOLT,Volt Information Sciences Inc,NYSE MKT,Stock,3/26/1990,null,Active
VOXX,VOXX International Corp - Class A,NASDAQ,Stock,3/16/1992,null,Active
VOYA,ING US Inc,NYSE,Stock,5/2/2013,null,Active
VOYA-P-B,Voya Financial Inc Depositary Shares Series B,NYSE,Stock,6/12/2019,null,Active
VPG,Vishay Precision Group Inc,NYSE,Stock,6/23/2010,null,Active
VRA,Vera Bradley Inc,NASDAQ,Stock,10/21/2010,null,Active
VRAY,ViewRay Inc,NASDAQ,Stock,12/28/2015,null,Active
VRCA,Verrica Pharmaceuticals Inc,NASDAQ,Stock,6/15/2018,null,Active
VREX,Varex Imaging Corp,NASDAQ,Stock,1/20/2017,null,Active
VRM,Vroom Inc,NASDAQ,Stock,6/9/2020,null,Active
VRME,VerifyMe Inc,NASDAQ,Stock,5/7/2009,null,Active
VRMEW,VerifyMe Inc Wt Exp 2025,NASDAQ,Stock,6/18/2020,null,Active
VRNA,Verona Pharma plc,NASDAQ,Stock,4/27/2017,null,Active
VRNS,Varonis Systems Inc,NASDAQ,Stock,2/28/2014,null,Active
VRNT,Verint Systems Inc,NASDAQ,Stock,5/16/2002,null,Active
VRRM,Verra Mobility Corp,NASDAQ,Stock,3/24/2017,null,Active
VRS,Verso Paper Corp,NYSE,Stock,7/19/2016,null,Active
VRSK,Verisk Analytics Inc,NASDAQ,Stock,10/7/2009,null,Active
VRSN,Verisign Inc,NASDAQ,Stock,1/30/1998,null,Active
VRT,Vertiv Holdings Co,NYSE,Stock,7/30/2018,null,Active
VRT-U,GS Acquisition Holdings Corp Units each consisting of one share of Class A common stock and onethird of one redeemable warrant,NYSE,Stock,6/8/2018,null,Active
VRTS,Virtus Investment Partners Inc,NASDAQ,Stock,1/2/2009,null,Active
VRTU,Virtusa Corp,NASDAQ,Stock,8/3/2007,null,Active
VRTV,Veritiv Corp,NYSE,Stock,7/1/2014,null,Active
VRTX,Vertex Pharmaceuticals Inc,NASDAQ,Stock,7/24/1991,null,Active
VSAT,ViaSat Inc,NASDAQ,Stock,12/3/1996,null,Active
VSEC,VSE Corp,NASDAQ,Stock,8/18/1995,null,Active
VSH,Vishay Intertechnology,NYSE,Stock,1/4/1988,null,Active
VSLR,Vivint Solar Inc,NYSE,Stock,10/1/2014,null,Active
VST,Vistra Energy Corp,NYSE,Stock,10/4/2016,null,Active
VST-WS-A,Vistra Energy Corp Warrants to purchase Common Stock Expirig February 2 2024,NYSE,Stock,4/10/2018,null,Active
VSTA,Vasta Platform Ltd Class A,NASDAQ,Stock,7/31/2020,null,Active
VSTM,Verastem Inc,NASDAQ,Stock,1/27/2012,null,Active
VSTO,Vista Outdoor Inc,NYSE,Stock,2/10/2015,null,Active
VTGN,VistaGen Therapeutics Inc,NASDAQ,Stock,5/6/2016,null,Active
VTNR,Vertex Energy Inc,NASDAQ,Stock,1/2/1997,null,Active
VTOL,Bristow Group Inc,NYSE,Stock,1/22/2013,null,Active
VTR,Ventas Inc,NYSE,Stock,5/5/1997,null,Active
VTRU,Vitru Ltd,NASDAQ,Stock,9/18/2020,null,Active
VTSI,VirTra Inc,NASDAQ,Stock,1/4/2016,null,Active
VTVT,vTv Therapeutics Inc,NASDAQ,Stock,7/30/2015,null,Active
VUZI,VUZIX CORP CMN STK,NASDAQ,Stock,4/5/2010,null,Active
VVI,Viad Corp,NYSE,Stock,8/12/2004,null,Active
VVNT,,NYSE,Stock,1/21/2020,null,Active
VVNT-WS,Vivint Smart Home Inc. Warrants,NYSE,Stock,1/21/2020,null,Active
VVPR,VivoPower International PLC,NASDAQ,Stock,12/29/2016,null,Active
VVUSQ,Vivus Inc,NASDAQ,Stock,4/7/1994,null,Active
VVV,Valvoline Inc,NYSE,Stock,9/23/2016,null,Active
VXRT,Vaxart Inc,NASDAQ,Stock,2/12/2018,null,Active
VYGR,Voyager Therapeutics,NASDAQ,Stock,11/11/2015,null,Active
VYNE,VYNE Therapeutics Inc,NASDAQ,Stock,1/25/2018,null,Active
VZ,Verizon Communications Inc,NYSE,Stock,11/21/1983,null,Active
W,Wayfair Inc,NYSE,Stock,10/2/2014,null,Active
WAB,Westinghouse Air Brake Technologies Corporation Additional Shares When Issued,NYSE,Stock,6/16/1995,null,Active
WABC,Westamerica Bancorporation,NASDAQ,Stock,3/17/1992,null,Active
WAFD,Washington Federal Inc,NASDAQ,Stock,3/26/1990,null,Active
WAFU,Wah Fu Education Group Ltd,NASDAQ,Stock,4/30/2019,null,Active
WAL,Western Alliance Bancorporation,NYSE,Stock,7/1/2005,null,Active
WALA,Western Alliance Bancorporation 625 Subordinated Debentures due 2056,NYSE,Stock,6/21/2016,null,Active
WASH,Washington Trust Bancorp,NASDAQ,Stock,8/18/1995,null,Active
WAT,Waters Corp,NYSE,Stock,11/17/1995,null,Active
WATT,Energous Corp,NASDAQ,Stock,3/28/2014,null,Active
WB,Weibo Corp,NASDAQ,Stock,4/17/2014,null,Active
WBA,Walgreens Boots Alliance Inc,NASDAQ,Stock,7/1/1985,null,Active
WBAI,500com Ltd,NYSE,Stock,11/22/2013,null,Active
WBK,Westpac Banking Corp,NYSE,Stock,6/30/1989,null,Active
WBS,Webster Financial Corp,NYSE,Stock,12/12/1986,null,Active
WBS-P-F,Webster Financial Corporation Depositary Shares Series F,NYSE,Stock,12/5/2017,null,Active
WBT,Manitowoc Food Service Inc,NYSE,Stock,2/18/2016,null,Active
WCC,Wesco International Inc,NYSE,Stock,5/12/1999,null,Active
WCC-P-A,WESCO International Inc. Depositary Shares Series A,NYSE,Stock,6/22/2020,null,Active
WCLD,WisdomTree Cloud Computing Fund,NASDAQ,Stock,9/6/2019,null,Active
WCN,Waste Connections Inc,NYSE,Stock,5/22/1998,null,Active
WD,Walker & Dunlop Inc,NYSE,Stock,12/15/2010,null,Active
WDAY,Workday Inc Class A,NASDAQ,Stock,10/12/2012,null,Active
WDC,Western Digital Corp,NASDAQ,Stock,1/2/1987,null,Active
WDFC,WD40 Company,NASDAQ,Stock,3/26/1990,null,Active
WDR,Waddell & Reed Financial Inc Class A,NYSE,Stock,3/5/1998,null,Active
WEBL,Direxion Daily Dow Jones Internet Bull 3X Shares,NYSE ARCA,Stock,11/7/2019,null,Active
WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,NYSE ARCA,Stock,11/7/2019,null,Active
WEC,Wisconsin Energy Corp,NYSE,Stock,10/26/1984,null,Active
WEI,Weidai Ltd ADS,NYSE,Stock,11/15/2018,null,Active
WELL,Welltower Inc,NYSE,Stock,1/2/2001,null,Active
WEN,The Wendys Company,NASDAQ,Stock,3/17/1992,null,Active
WERN,Werner Enterprises Inc,NASDAQ,Stock,3/26/1990,null,Active
WES,Western Midstream Partners LP Representing Ltd Partner Interests,NYSE,Stock,12/10/2012,null,Active
WETF,Wisdomtree Investments Inc,NASDAQ,Stock,3/4/1993,null,Active
WEX,Winland Electronics Inc,NYSE,Stock,2/16/2005,null,Active
WEYS,Weyco Group Inc,NASDAQ,Stock,3/26/1990,null,Active
WF,Woori Finance Holdings Company. Ltd. ADR,NYSE,Stock,10/1/2003,null,Active
WFC,Wells Fargo Company,NYSE,Stock,6/1/1972,null,Active
WFC-P-L,Wells Fargo Company 750 NonCumulative Perpetual Convertible Class A Preferred Stock Series L,NYSE,Stock,9/22/2014,null,Active
WFC-P-N,Wells Fargo Company Dep Shs Repstg 11000th Perp Pfd Cl A Ser N,NYSE,Stock,9/22/2014,null,Active
WFC-P-O,Wells Fargo Company Depositary Shares Series O,NYSE,Stock,9/22/2014,null,Active
WFC-P-P,Wells Fargo Company Dep Shs Repstg 11000th Int Non Cum Perp Cl A Pfd Ser P,NYSE,Stock,9/22/2014,null,Active
WFC-P-Q,Wells Fargo Company Depositary Shares Series Q,NYSE,Stock,9/22/2014,null,Active
WFC-P-R,Wells Fargo Company Dep Shs Repstg 11000th Int Perp Pfd Cl A Ser R Fixed To Flltg,NYSE,Stock,9/22/2014,null,Active
WFC-P-T,Wells Fargo Company New Depository Share Representing 11000th Perp Preferred Class A Series T,NYSE,Stock,9/22/2014,null,Active
WFC-P-V,Wells Fargo Company Depositary Shares Series V,NYSE,Stock,9/16/2015,null,Active
WFC-P-W,Wells Fargo Company Depositary Shares Series W,NYSE,Stock,2/1/2016,null,Active
WFC-P-X,Wells Fargo Company Depositary Shares Series X,NYSE,Stock,6/16/2016,null,Active
WFC-P-Y,Wells Fargo Company Depositary Shares Series Y,NYSE,Stock,1/2/1998,null,Active
WFC-P-Z,,NYSE,Stock,1/16/2020,null,Active
WFE-P-A,Wells Fargo Company Cumulative Perpetual Preferred Stock Series A Liquidation Preference 25 per share,NYSE,Stock,12/8/2014,null,Active
WGO,Winnebago Industries Inc,NYSE,Stock,11/1/1984,null,Active
WH,Wyndham Hotels Resorts Inc,NYSE,Stock,5/21/2018,null,Active
WHD,Cactus Inc Class A,NYSE,Stock,2/8/2018,null,Active
WHF,WhiteHorse Finance Inc,NASDAQ,Stock,12/6/2012,null,Active
WHFBZ,WhiteHorse Finance Inc. 6.50 Notes due 2025,NASDAQ,Stock,11/30/2018,null,Active
WHG,Westwood Holdings Group Inc,NYSE,Stock,6/13/2002,null,Active
WHLM,Wilhelmina International Inc,NASDAQ,Stock,7/30/1996,null,Active
WHLR,Wheeler Real Estate Investment Trust Inc,NASDAQ,Stock,11/19/2012,null,Active
WHLRD,Wheeler Real Estate Investment Trust Inc Series D Cumulative Preferred Stock,NASDAQ,Stock,9/21/2016,null,Active
WHLRP,Wheeler Real Estate Investment Trust Inc,NASDAQ,Stock,9/24/2014,null,Active
WHR,Whirlpool Corp,NYSE,Stock,6/10/1983,null,Active
WIFI,Boingo Wireless Inc,NASDAQ,Stock,5/4/2011,null,Active
WILC,G WilliFood International Ltd,NASDAQ,Stock,5/20/1997,null,Active
WIMI,Wimi Hologram Cloud Inc,NASDAQ,Stock,4/1/2020,null,Active
WINA,Winmark Corporation,NASDAQ,Stock,8/25/1993,null,Active
WING,Wingstop Inc,NASDAQ,Stock,6/12/2015,null,Active
WINS,WINS Finance Holdings,NASDAQ,Stock,10/29/2015,null,Active
WINT,Windtree Therapeutics Inc,NASDAQ,Stock,1/4/2016,null,Active
WIRE,Encore Wire Corp,NASDAQ,Stock,7/20/1992,null,Active
WISA,Summit Wireless Technologies Inc,NASDAQ,Stock,7/27/2018,null,Active
